gender,race,age,income,credit_score,loan_amount,employment_years,debt_to_income_ratio,education,property_value,down_payment_pct,loan_to_value,approved,age_group
Female,White,47,20423.104092466787,511,45620.171894205596,0.5953030494746401,10.00366308212288,High School,86377.87533626381,11.989980173520497,52.814649256663294,0,46-55
Male,White,56,22024.57299755059,638,62183.129851870704,9.73047158089856,3.691260134393594,Graduate,122466.20292579698,16.660720844195726,50.77574740318179,0,56+
Male,White,37,77228.7719938231,758,107476.385519587,1.178406663539747,5.790057944480618,Graduate,205858.62373505114,11.87209540376862,52.20883321260017,1,36-45
Female,Black,56,36058.693115924434,652,41679.11087809392,5.152223223254616,24.125494236197667,Graduate,55893.34489946605,15.818268515191939,74.56900450860667,1,56+
Female,White,37,89944.74339465835,708,29630.307997514163,3.6300708156920445,37.29451960196173,Some College,35641.00026330927,19.150336283529803,83.13545573527902,1,36-45
Female,White,50,20000.0,545,54880.82253593809,3.9305895257367283,9.279647116380616,Some College,92913.35062333531,17.488043083457406,59.06667036303682,1,46-55
Male,Black,18,78606.64426705596,828,26421.173396708138,1.0872698286783102,27.99609268674889,High School,46552.9316103051,1.3507794120753145,56.75512257290251,1,18-25
Male,Asian,69,64653.09930120435,717,50692.38060646759,5.0426619071752965,17.55332355200162,High School,66152.02172619908,14.32740851195744,76.63013054428116,1,56+
Female,Black,57,20000.0,775,50595.47945304258,0.2202847236404695,15.078235032892898,High School,67467.46490575036,19.66085338059601,74.99241230380103,1,56+
Male,Asian,36,104620.44527245722,693,13654.023589741739,25.158484905463716,17.864667838796798,Bachelor,26904.72439987947,15.732920750460762,50.749538953846,0,36-45
Male,Hispanic,18,39134.77721189423,748,82320.96543311706,0.1356172191158728,17.27126445989234,Some College,160942.9703105491,5.900044842202705,51.149152568934085,0,18-25
Male,White,43,49693.80731904104,545,53658.01547588008,0.2572904383306229,5.992036612419987,Bachelor,71127.84400257624,17.176074333548303,75.43883303131837,1,36-45
Male,White,22,20000.0,591,121678.53312358662,1.9626019179045817,18.837403340099513,Bachelor,170058.7359885977,10.245273422639158,71.55088647239214,0,18-25
Female,Black,45,100729.86516299793,811,68139.96570252268,8.907818786066187,21.23039700405864,Graduate,130398.83430936797,5.336330472947944,52.255042051113975,1,36-45
Male,Black,44,20000.0,837,93094.01190042276,1.4865696294180712,6.90165663792603,Graduate,144109.03371937716,19.973229104285448,64.59970586001172,0,36-45
Female,Black,28,70662.73415581734,512,122274.43344213821,3.1926796145446183,27.257991871763537,Bachelor,224796.42266886402,8.742490343186287,54.393407150546324,1,26-35
Male,White,53,70016.48411927762,679,55324.423816267874,0.09070443276074049,13.66210020918171,Bachelor,83915.46777236085,11.390379269549165,65.92875578832205,0,46-55
Male,White,49,20000.0,598,59844.57638113764,0.4108210800285825,2.6294236419406287,High School,107068.31055410126,20.145269240110967,55.89382710106216,1,46-55
Male,White,51,177495.2060809183,566,23292.2057393508,4.682034160383179,5.856387890834749,High School,35345.00548514366,14.648850320064914,65.89956747677141,1,46-55
Male,White,40,43705.21822657761,684,125960.37434430291,1.0805819329229962,5.331717947494177,Some College,241761.19753257895,4.998601899560892,52.10115420913603,0,36-45
Female,White,23,61274.19606627544,786,54862.29295867402,5.925012142737809,9.603880548224765,Bachelor,80124.08250781505,4.127553195738924,68.47166450027422,0,18-25
Female,Hispanic,51,20000.0,704,32746.837443544387,7.694691633457675,23.27350697736563,Bachelor,53000.57647799913,12.159810980379161,61.785813701739265,1,46-55
Female,White,36,197636.34951365108,611,93324.08430982752,9.496752335223354,20.249953647803686,Some College,150942.81502930087,15.55776060729377,61.82744391756013,0,36-45
Female,White,23,20000.0,711,16189.712438198583,0.7181934297172181,3.2725481726105414,Graduate,27831.687749191253,14.374399648262756,58.17007069098435,1,18-25
Male,White,56,82446.8519727502,606,46278.62480877332,3.0395151871690125,5.000587771604708,Bachelor,66889.27480346654,2.5469782001691206,69.1869136640347,0,56+
Female,Black,65,20000.0,699,103258.06557558275,14.695006690712841,36.33067096905238,High School,176997.5833323032,16.443175922218188,58.33868668236075,1,56+
Male,White,39,22132.645239179208,817,46044.65147128851,7.393880657016064,1.8298787546335955,Some College,60448.7378902589,7.643294984381876,76.1714025442183,1,36-45
Male,White,65,68254.8133003935,400,38919.34977408663,0.6219260585664734,15.84284892568499,Graduate,74526.30555021495,19.422674622911742,52.222298538417725,1,56+
Male,White,41,82622.90083824567,745,46644.351748021785,3.4908010744144797,1.7924642652685803,Some College,61353.125190858496,15.83151154460945,76.02604040612377,1,36-45
Male,White,35,20000.0,465,17926.627230985327,12.779688245303475,5.392710673879474,Some College,33562.87592506772,25.24189555147255,53.41207133443573,0,26-35
Male,Asian,32,86888.21924352646,797,91976.3777127507,2.8994389661555457,29.300106125977337,High School,161374.25216770807,6.061863281940614,56.99569570563483,0,26-35
Male,Asian,59,83782.915729247,573,55618.345164198574,9.08285191593858,14.513525036291233,Some College,81917.6831277739,20.04624199758835,67.89540797613375,1,56+
Female,White,30,20000.0,503,50848.46600710777,3.4243449098393866,2.22467776621551,Bachelor,74337.74150325215,10.073239401780963,68.40195165854377,0,26-35
Male,White,48,130472.5416603468,733,50960.129433903065,0.5647891629830758,7.149162834462171,High School,100535.98093205567,22.432981051337425,50.688449012441616,0,46-55
Male,Black,33,20000.0,693,60382.09376218736,0.7999924603492442,4.642542688350972,Bachelor,81877.33959534817,15.603312025050748,73.74701481582817,1,26-35
Male,White,34,22030.473517501734,530,88615.53168397417,0.23900097399719486,24.440420515739596,Graduate,157590.93832831917,13.558951821237772,56.23136242729632,1,26-35
Male,White,52,53273.91545493279,499,58032.69718657869,1.0865203004922146,9.457342166292246,Bachelor,78166.90007134427,18.75714786732,74.24203484289546,0,46-55
Female,White,35,20000.0,627,26450.17546474189,11.203411142175458,13.730031970938716,Graduate,50898.5491862946,7.280453002761133,51.96646247799948,0,26-35
Male,Asian,35,44848.94159987405,505,84567.86887555219,5.251940651009254,14.126828202263658,High School,151676.80303479196,0.7775437575541501,55.755308117981514,0,26-35
Female,White,53,44040.32026911764,522,80752.30734451313,6.713434398117205,26.26842845963127,Some College,157157.2133482524,6.428786778734111,51.38313770273473,0,46-55
Female,White,59,31267.690283288994,663,67732.14753025376,4.859829357341255,22.015904804825542,High School,128913.65966512024,17.42403965893506,52.540706474552,1,56+
Male,Black,47,70680.17701395704,534,114135.86136846022,2.4431953137373617,28.479992467498157,Bachelor,187137.0563657064,15.144583987508057,60.990518705933894,1,46-55
Male,White,32,30251.812102324897,701,60975.48675095665,1.2222262298275903,6.1193400094793065,Graduate,80596.37933034234,16.728526781350013,75.65536722317876,0,26-35
Female,White,33,43705.65837867221,828,116637.44632941559,12.992476889976768,3.7543001380718026,High School,160629.31334166686,11.890015698094064,72.6128026715284,0,26-35
Female,Asian,40,90869.30114886277,632,139291.84465823352,3.6162774187950757,11.868915072138687,Some College,189639.4807370147,10.505741187189024,73.45086799272484,1,36-45
Female,White,43,68360.39859404469,665,84913.44574499411,3.280219318389613,31.73456770685059,High School,116884.33917320883,6.059171163791249,72.64741054758618,1,36-45
Female,Black,28,68105.53951427773,850,38224.8010805217,27.739138165384265,23.674630808072404,Some College,60438.4300387592,16.64429225001377,63.245853765572846,1,26-35
Male,White,48,20000.0,507,55355.34877108677,2.4219733334668483,19.30168563187854,Some College,104856.02687816895,2.6668973665269267,52.791766404999805,1,46-55
Male,White,41,55261.62808988415,792,125908.86372268677,9.625036735110298,15.11253767268839,Bachelor,153418.90339520315,19.083866388141207,82.06867663390135,1,36-45
Male,White,19,20000.0,778,24377.681019431107,9.914989488511484,6.896847413206703,High School,33904.09664838708,5.122449640233731,71.90187449100145,1,18-25
Female,White,28,20000.0,752,47326.60070126973,1.3241929828454277,17.842744198406795,High School,79387.64594858857,12.12431480240584,59.61456614032671,1,26-35
Female,White,33,34290.88735147258,805,48738.33170478963,0.49821607722086403,1.2359542066935603,High School,92225.53633493502,3.436767130420343,52.84689430028021,0,26-35
Male,Hispanic,39,20000.0,683,35627.51956806745,18.569984506420873,24.32844580762775,High School,51231.81412382999,7.464140489606041,69.54178800296602,0,36-45
Male,White,62,68356.65302884829,580,101086.04561882699,2.7747310979830826,19.38013174547986,Bachelor,152237.7810337907,19.784643205284116,66.40010445001818,0,56+
Male,White,42,69677.19587052247,781,75063.45058266609,0.011113952898999151,11.0160732325928,High School,112500.6205299326,14.457323505239142,66.72269915408535,0,36-45
Male,White,29,20000.0,785,39079.956225851594,3.455923874979143,17.90297666942534,Some College,56077.97586391081,5.574943444899718,69.68859988935807,0,26-35
Female,Hispanic,42,20000.0,782,86103.70769441045,4.828722855320989,8.600105149321466,Bachelor,151457.291654722,16.54363238038174,56.85015673639637,0,36-45
Female,White,35,20000.0,655,54445.21573432483,7.482516332860123,8.941928419093147,Some College,93899.03811764783,24.571012102119884,57.9827193395841,0,26-35
Female,White,43,25081.77030866607,564,35097.432410018635,14.3184452831375,21.563157506431153,Graduate,65794.3490255319,20.807371795652458,53.34414418539024,0,36-45
Male,White,46,52268.0484935423,672,39036.36606543392,12.335567196883702,21.533920325882498,Bachelor,75498.7484830383,5.9815762931906855,51.7046531893226,0,46-55
Male,White,54,29916.62190463177,763,77779.30287310424,14.078384751548509,4.888669481767062,High School,149365.86731149466,9.397344885853556,52.07300990051469,1,46-55
Female,White,39,22656.28571600235,772,105177.63136989101,0.16326242727827023,10.028012234257933,High School,171663.4276333564,18.931844019152415,61.269679173907896,0,36-45
Female,Hispanic,59,102758.94879387163,598,44709.40048758927,6.22005424341169,13.076679284401685,Graduate,60293.218358760496,4.52465134796873,74.15328241653413,0,56+
Male,White,50,20000.0,687,83005.72001117225,1.279999558207249,19.62401072986851,Some College,114359.44071831803,2.5564600183642026,72.5831811434143,1,46-55
Female,White,31,97684.43536170514,492,154670.5259584416,1.0385210633619895,9.308344258520682,Some College,258640.52351566582,5.07567458331225,59.80135048291194,0,26-35
Male,White,66,23495.621543510744,768,28132.41266429992,8.05516012676731,19.750405040643322,Bachelor,54428.30058125724,15.566397264249268,51.687104619958525,1,56+
Male,Hispanic,43,34115.69399691307,556,74117.12740934982,2.6989528439454373,30.423692225468407,High School,120391.79632455857,2.401220514174166,61.563270648060566,0,36-45
Male,White,29,23815.914908639632,744,98557.30304203556,12.42053939139475,5.13772970906433,Some College,192047.06905177262,9.951863409260785,51.31934766235157,1,26-35
Male,White,59,124780.3766822545,512,56551.67551629478,0.21680884966651884,20.205277019284026,Bachelor,79726.55295354904,0.6911681100725469,70.93204637762703,0,56+
Male,White,64,20000.0,773,125865.5970472176,8.102009729101434,5.168891867249592,Bachelor,159733.18744485706,22.759745600588673,78.79739900054821,0,56+
Male,White,39,36658.078127290144,688,223977.80093485815,0.7357436530902329,19.912362064278252,Graduate,411454.46037001535,24.52331719076157,54.43562350337338,0,36-45
Female,White,33,55378.73318386684,556,73571.51527108389,0.9714274093234907,7.653522069073163,Some College,140043.88442754815,20.97462566149004,52.53461482578783,1,26-35
Male,White,37,20000.0,732,52044.07114470841,3.2442326868349025,20.46594016787379,Bachelor,81108.86361076827,21.75802676077416,64.16570129062796,0,36-45
Male,White,48,20000.0,579,107601.48035886252,2.5175120277995164,8.626447220796855,High School,137940.29601171866,16.169066549251156,78.00583547371922,1,46-55
Female,White,55,32255.929739101786,739,99234.52988526244,3.329336478295057,7.884105292195811,Some College,122441.69920141103,10.43912232467799,81.04635147379501,0,46-55
Male,White,46,20000.0,617,13209.630515294573,14.069264241683593,14.455381625318703,High School,16512.650179015818,10.506689885148536,79.99703483140034,0,46-55
Male,White,41,20000.0,443,59775.9488770054,5.355796990595366,7.28576591135975,High School,92729.92544216315,22.894012368098835,64.4624144708155,0,36-45
Female,White,57,27449.682202241864,532,47251.530312167895,1.7146307649311616,3.7894117928031252,Bachelor,65578.13050427026,25.741079206097776,72.0537928556701,0,56+
Male,Hispanic,36,61063.223993765096,598,75964.65269112957,0.9492010295614567,4.815107680987499,High School,119229.45381431417,5.665824014378194,63.71299226903745,0,36-45
Male,Asian,52,27607.03135496512,814,53306.04571785106,2.7240348166657373,4.4760988807076805,Some College,84798.80986247865,14.480706127113377,62.861785211725774,1,46-55
Male,Asian,36,86054.9182369696,758,56891.10862012777,3.0041257338084537,24.6564977596256,Some College,89118.45850857282,16.624729489875335,63.83762642691478,1,36-45
Male,Hispanic,45,20000.0,844,35670.252044055116,4.597660019371238,14.846857784630757,High School,60494.53325695703,17.30030225437586,58.96442227687234,1,36-45
Female,Black,38,20000.0,848,93033.74269935745,1.5462496683554572,25.934620254239647,Bachelor,162206.47279786898,7.5490587887410046,57.355135769020734,0,36-45
Female,Black,39,169579.36470684342,585,161623.5804226785,7.294524136025492,7.553202797826959,Bachelor,245143.58652273085,9.237156440038659,65.93016881055217,1,36-45
Female,White,35,21453.294404780292,627,36004.41433980062,0.5182556955923672,8.750180296547429,Bachelor,52913.00073620222,13.794505497734892,68.04455207388565,1,26-35
Female,Black,56,20000.0,600,25894.01101772388,4.110057275437309,29.00962809838442,Bachelor,38704.32275579043,23.300834270116642,66.90211628583516,0,56+
Female,White,31,20000.0,569,60597.076716758165,4.884606538189926,5.233604416407371,Some College,76118.7285092064,21.336440010452712,79.60862970724621,0,26-35
Male,White,31,85826.47145831582,429,58853.501131272504,1.1585984894299481,12.852227671616978,Graduate,85767.4780609975,13.733291196102556,68.61983406975791,0,26-35
Female,Hispanic,65,27638.261785847557,648,120880.73431506022,8.743826073258997,21.72492658823428,High School,164389.35115302133,11.287688212857502,73.53319023842289,0,56+
Male,White,51,29644.50955140852,495,28637.806474756137,4.778174890986529,24.56199420616543,Bachelor,41028.587419821466,20.488358153407944,69.79964038664617,1,46-55
Female,White,18,31972.729992550874,645,43357.14955838714,5.18836984591811,5.804314818579149,Graduate,76807.95702162986,0.36003074209590263,56.44877332979622,0,18-25
Female,Asian,33,81662.83715141707,850,16504.330111173327,3.4432217254192823,17.843338505842283,High School,32857.32785618942,10.557511527411936,50.23028708667301,0,26-35
Male,White,18,31456.978607367397,588,136624.3108991555,12.017235221708313,6.940055664757981,High School,264893.0032361981,17.269751649202156,51.57716860393297,1,18-25
Male,White,28,236864.3807166152,673,69586.56367185,5.919667716122974,35.95506034481728,Bachelor,129243.14221723344,12.337646536759452,53.841590724317165,1,26-35
Male,Asian,18,40417.10879151866,758,45339.788151612054,2.405003903479985,7.654495557110623,Bachelor,81147.23284705437,13.80162158319552,55.87348645278898,1,18-25
Male,Black,38,84916.8493353332,683,27082.33942902607,1.3630208395162902,12.94485459425372,Some College,52971.705038774526,20.086979187243436,51.12604815948851,0,36-45
Female,White,26,69160.96454848487,685,28615.802096857962,0.36856465385992254,7.436099825231675,Bachelor,51555.18701868206,11.141220687651685,55.50518532012782,1,26-35
Female,White,40,35271.90888392815,606,76769.30308916367,0.9037789393329259,23.97301743656376,High School,121047.05317750327,13.932833769460903,63.421042540035444,1,36-45
Male,White,20,22706.879317301347,622,30808.471278042514,24.5877416123485,23.991626801530884,Graduate,51791.79882657948,21.80283928053829,59.4852312065895,0,18-25
Male,Hispanic,40,47361.79371323477,534,63729.52620622574,2.610839322311489,20.85719942999576,High School,92065.45651033036,20.005991120751542,69.22197382367278,1,36-45
Male,White,35,54615.82664186558,751,203977.8965438961,11.447713937975259,6.166613141885239,Bachelor,245313.33807895,11.948825769133482,83.14994127153787,0,26-35
Male,White,58,22969.69830976636,441,48603.334868755715,0.9350789286448112,21.1800812533516,Some College,72073.41457619627,10.359633167216051,67.43587098592657,0,56+
Male,White,56,41484.331999892,766,33628.6389838111,2.7700651877074116,4.3577891588254465,Some College,51245.46832408755,11.055331384976357,65.62265910253025,1,56+
Male,White,49,97632.33147011462,481,75297.65892051342,16.159611181153384,3.0478974458553405,Some College,134517.28929612474,7.699631294480883,55.97619407476615,1,46-55
Female,Asian,36,190224.11169146543,765,28696.34252664985,0.47777843249928725,13.715360145068708,Some College,54160.79974347018,6.358540803046557,52.98360190870258,1,36-45
Male,White,63,71933.36305198296,607,168045.61143901362,4.506817051540943,18.10257868430015,Bachelor,331070.65426203003,3.8950187089092125,50.75823220079536,1,56+
Male,Black,21,161168.83338927344,502,138992.02010064907,12.577153051256126,29.00321916483363,Bachelor,205907.42128376692,7.773065164998567,67.50219066125848,0,18-25
Female,White,23,21949.521770276562,719,54257.52810173928,14.947098494644953,2.1055034065728244,Some College,106665.82666556643,17.610704242858567,50.866833172216474,1,18-25
Male,Black,38,63672.35765692744,761,34948.26454783736,9.354256152105476,4.59361791540789,High School,64287.627786242585,7.425049575075596,54.36234894844917,0,36-45
Female,Asian,67,105959.85838233079,597,46376.033080718225,9.68743376102734,8.899755489610857,Graduate,56795.591602642606,9.880622509259535,81.65428296825846,0,56+
Female,White,37,20000.0,736,50141.31674565755,5.2803933383742665,9.88017635553298,Graduate,84047.31023683763,8.56946859285809,59.658443089212376,0,36-45
Male,White,37,24625.25719281429,375,75368.1671886984,1.2450197637566915,28.2414480550292,Some College,112488.00246373875,14.693213189740714,67.00107170361908,0,36-45
Male,White,22,145848.51732157098,491,111723.17038169187,6.559248054559832,14.42057588516139,Bachelor,137107.67655920982,11.646602348983057,81.48571486691654,0,18-25
Male,Hispanic,51,20000.0,805,32147.5789350765,19.171714923988272,16.186497870238117,Some College,52246.32457058519,7.127664162209837,61.5307951311386,1,46-55
Male,White,51,20000.0,623,109814.26736692671,3.732038513599197,24.43817843537221,High School,183154.12826527315,21.489242132491565,59.957298482443214,0,46-55
Male,Hispanic,49,123301.17995695208,426,86734.87818002082,1.5102395711568102,22.072083796491842,Some College,121583.61685088363,13.858287293590706,71.33763612773333,0,46-55
Female,Black,32,94599.7942399623,566,44149.03310280336,4.260375389633999,15.717794898027346,Bachelor,86174.66551352039,15.959683475508697,51.23203303397399,0,26-35
Male,Hispanic,31,51312.83502000754,539,31193.744677594146,5.865769067078532,18.564889911544004,Bachelor,52666.37650241476,7.3120204143035235,59.228955453512,0,26-35
Male,Black,24,35011.483836979314,630,64198.78924419577,1.1677393792762,18.969683984498804,Graduate,86075.8698909343,19.51481743580942,74.58395636958568,0,18-25
Male,White,41,25570.13621765392,605,31705.546397410802,6.35037335843074,0.49897296856249657,High School,56340.92992376204,17.45977071477492,56.2744463755094,1,36-45
Female,White,27,45504.163172372995,671,110658.98116310114,4.4267816005576845,16.348167868622745,Some College,176978.19696641646,18.26108279639928,62.5269005221586,1,26-35
Male,White,25,128520.73933803118,641,30505.74595199515,4.738260869756397,18.58896217255258,High School,48155.98119473778,20.48031246126265,63.347781926886896,0,18-25
Male,Asian,34,43951.97769782056,813,83168.48058407287,1.826329631604312,23.609947487908883,Bachelor,155327.6674709822,9.569052427028561,53.5438933309226,1,26-35
Male,Hispanic,34,205575.24750391283,700,57046.96649372537,0.8436722654794394,21.69980243765974,High School,74762.55045867612,17.42939774488743,76.30420062415772,1,26-35
Female,Black,33,20000.0,704,42771.40579404616,4.883520801995572,8.23055096095551,Bachelor,68125.84136714101,18.86686029480537,62.78293953618017,0,26-35
Male,White,45,35748.20712580264,789,56291.62780370347,4.412261196526863,8.480681047157267,Bachelor,102710.29198311796,13.850329225307032,54.80621923746053,1,36-45
Female,White,40,26945.000956581767,603,114461.0537027129,2.062540668292086,3.3947946870106467,Bachelor,197824.26969518728,2.8277121050426564,57.859965250511195,1,36-45
Female,Hispanic,36,20000.0,498,29279.577976595254,1.7541294690588813,4.823087662197296,High School,35262.301256330305,10.594493909505426,83.03365615237313,1,36-45
Male,White,42,32129.6003529141,794,46756.38331461157,2.1327629340790617,18.634572062041165,High School,85562.3333596264,8.382414178862863,54.645989045308255,1,36-45
Female,White,28,50709.241005747404,666,38137.520295362745,3.365579156905403,10.939263722728853,High School,74586.979814042,10.214624421797387,51.131605530142195,1,26-35
Male,Black,41,55236.770567259955,666,58502.78973558922,18.408473653051793,22.128905183283944,Bachelor,103183.42182508361,7.493119320495109,56.69785775738574,0,36-45
Female,White,41,206150.4957955925,574,39703.37455675281,7.210401758138291,5.111011256086978,High School,75465.02746465923,9.537115595992764,52.61162142337543,1,36-45
Female,White,21,52658.02753702707,575,20726.1455970109,9.543930152252164,3.0561242618826796,High School,30853.96369265072,20.519365248610114,67.17498537132127,0,18-25
Male,White,51,91136.11552516952,751,31790.331187902106,3.522553192961528,26.146951494764288,Graduate,47065.029521668774,11.61788328382292,67.54554604765693,0,46-55
Male,White,29,38287.37158004077,768,159955.83280229333,3.7340438782031087,10.372323582313394,Some College,233006.32185993282,7.48139607352942,68.64870941074622,1,26-35
Female,Other,41,139029.92550753558,744,69427.4031599722,1.1428202123234286,10.645683161385081,Some College,124134.4987641114,5.289355445174472,55.92917670042938,1,36-45
Male,White,53,247399.42839036518,745,68010.48968159508,6.383538992374891,1.1114569091141004,High School,132868.88123746405,21.861212112917123,51.18616868613978,1,46-55
Male,White,51,55540.51896373968,718,50535.56202742304,2.7373097800704493,15.793110426508072,Bachelor,96438.05491115293,5.035290059273848,52.402095909110535,1,46-55
Male,White,40,20000.0,665,58047.954261658946,6.782646033234904,11.132538246458472,Some College,76633.2328249042,14.881394519914018,75.74775606072902,0,36-45
Male,Hispanic,35,23410.876048867707,628,46263.69680816317,2.630164868858351,4.992601559615053,Some College,78689.282906252,18.171244412914515,58.79288144394494,1,26-35
Female,White,51,45503.632756954925,795,82138.08871594815,0.5743456042420809,16.421565711907657,Some College,164010.59407609678,23.416722233794232,50.08096530510593,1,46-55
Male,White,48,52323.371717711954,605,63607.41385334625,0.950077523955652,22.380955369819905,Graduate,91358.99355816486,7.90787043193428,69.62359301041312,1,46-55
Male,White,32,63496.50268310882,694,29650.642507012493,8.345145540954963,8.583239418512662,High School,50638.19258167326,19.986848817815876,58.5539115741337,1,26-35
Male,White,30,52478.46347978467,553,69719.45634149469,1.496186148114067,19.952547451370737,Bachelor,134230.80404887834,19.18179854594237,51.93998265562597,1,26-35
Female,White,18,36518.99930347476,570,13694.572234315612,1.5350341431888195,19.632119719910605,Some College,26288.62826757232,13.501619239393131,52.093141167081015,1,18-25
Male,Hispanic,41,21830.017409307664,621,76750.52607372025,13.25136626813332,1.7985537285062163,Some College,111839.34891293499,14.31786364809746,68.62569106466205,0,36-45
Female,Hispanic,39,50056.648296131985,553,25703.58835636812,5.359398394367979,4.375127804193811,High School,32775.67190749564,12.521177791690908,78.42276560771232,1,36-45
Male,White,53,160169.8167371441,745,56520.96715022585,0.6069275745982068,6.631903249963724,Bachelor,97035.60150378903,20.07186618134519,58.24765990451333,1,46-55
Female,White,44,82120.49380623524,488,29237.96859871845,0.7750026133099721,7.414186625627972,High School,57235.487096683224,12.725707916458552,51.083637235984625,1,36-45
Male,Asian,56,55701.54479372393,661,59975.649653436034,1.5897953673609375,12.48560673858678,Some College,96344.10285750362,0.37539904101376353,62.25150048066996,0,56+
Male,White,31,82756.1440695962,665,84708.15115158744,4.5069574916007005,22.592232518734587,Some College,132667.01911626145,13.459670407694201,63.850195561682355,1,26-35
Male,Hispanic,53,26988.031714481123,432,147516.63840554943,6.9883029615296355,12.79630882505605,Some College,278977.37792691996,16.28787264135404,52.87763456010129,0,46-55
